zipcode,City,Name,Pop under 18yr(%),Median Age,Population_y,White(%),Black or African American(%),American Indian and Alaska Native(%),Asian(%),Native Hawaiian and Other Pacific Islander(%),Some other race(%),Hispanic or Latino(%),No schooling completed(%),Regular high school diploma(%),Median Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,Home Median value (dollars),Land Area (square meters),Land Area (square miles),Lat,Lng
90017,Los Angeles,ZCTA5 90017,22.277377794619174,30.8,26390.0,37.02538840469875,5.361879499810534,1.5119363395225465,15.547555892383478,0.5191360363774157,37.02917771883289,65.45661235316408,3.918150814702539,8.798787419477074,28638.0,21874.0,42.148541114058354,3.486169003410383,589300.0,1881079,0.726,34.052913000000004,-118.26433999999999
90018,Los Angeles,ZCTA5 90018,24.289020215349897,34.9,52287.0,19.389140704190336,31.17409681182703,0.9772983724443934,4.2247595004494425,0.17212691491192839,41.553349781016315,58.4122248360013,2.8534817449844128,15.397708799510395,37341.0,18577.0,24.669611949432937,5.1638074473578515,454900.0,7500311,2.8960000000000004,34.028887,-118.31718300000001
90019,Los Angeles,ZCTA5 90019,19.402210190610397,37.8,67415.0,33.089075131647256,18.931988429874657,1.0546614254987763,16.304976637246902,0.11718460283319736,26.95987539865015,47.68374990729066,2.3763257435288883,13.456945783579322,50671.0,30842.0,18.443966476303494,4.085144255729437,774600.0,10070056,3.888,34.049841,-118.33846000000001
90020,Los Angeles,ZCTA5 90020,17.97861753974127,34.5,39191.0,25.574749304687302,4.909290398305734,0.7399658084764359,48.12074200709347,0.8777525452272206,16.853359189609858,31.98948738230716,1.0487101630476385,14.750835651042332,42407.0,28351.0,18.17509121992294,4.623510499859662,623200.0,2927480,1.13,34.066379,-118.30986999999999
90021,Los Angeles,ZCTA5 90021,12.032932235592147,42.9,3158.0,37.42875237492083,22.54591513616213,1.0449651678277392,1.6466117796073465,0.0,31.95060164661178,48.036732108929705,3.324889170360988,13.267891070297656,12864.0,30598.0,48.44838505383154,6.396453451551615,915000.0,5362536,2.07,34.029036,-118.23787
90022,Los Angeles,ZCTA5 90022,26.855558520890785,32.1,67446.0,56.29244136049581,0.29505085549921417,1.0230406547460191,1.275094149393589,0.03410135515820063,39.597604009133235,95.92711206001839,3.2618687542626694,15.083177653233697,41276.0,14895.0,22.782670580909173,6.120451917089227,349600.0,11348322,4.382,34.023728000000006,-118.156275
90023,Los Angeles,ZCTA5 90023,28.118317135658177,31.3,47229.0,67.70839950030701,0.9718605094327638,0.7791822820724554,0.9379830189078744,0.0,28.19242414618137,96.81339854750259,3.540197759850939,12.420334963687564,40225.0,13689.0,26.07719833153359,4.130936500878698,355200.0,10940489,4.224,34.022502,-118.19961299999999
90024,Los Angeles,ZCTA5 90024,8.38730439679794,22.7,49718.0,60.07079930809767,2.0917977392493663,0.16493020636389236,28.949273904823205,0.05229494348123416,3.161832736634619,12.3516633814715,0.1568848304437025,2.7112916851039865,59418.0,42697.0,25.574238706303554,4.565750834707751,1098000.0,7605358,2.9360000000000004,34.065740000000005,-118.435025
90025,Los Angeles,ZCTA5 90025,11.748466904094578,34.1,47453.0,62.345900153836425,3.095694687374876,1.6121214675573725,20.6499062229996,0.0737571913261543,6.303078835900786,17.897709312372243,0.9251259140623354,5.097675594799064,78713.0,50487.0,12.218405580258361,4.0102838598191894,756200.0,6654371,2.569,34.045421000000005,-118.44587299999999
90026,Los Angeles,ZCTA5 90026,17.163928930606772,34.6,68609.0,51.09533734641228,3.984899940241076,1.7140608374994535,16.368114970339168,0.14283840312495444,22.794385576236355,52.47125012753429,2.4938419157836433,10.897987144543718,54342.0,32107.0,21.2668891836348,4.860878310425746,715100.0,10940039,4.224,34.080017,-118.262643
90027,Los Angeles,ZCTA5 90027,11.421431076815153,38.0,45616.0,67.22641178533848,2.475008768853034,0.11180287618379516,12.9165205191161,0.175377060680463,13.030515608558401,20.89398456681866,1.8546124166958962,11.20878639074009,58344.0,46196.0,15.082427218519818,5.180199929849175,959600.0,21066613,8.134,34.127607,-118.29638700000001
90028,Los Angeles,ZCTA5 90028,8.066593675532943,34.4,31054.0,56.28904488954724,9.006891221742771,0.6698009918206994,9.5833064983577,0.18999162748760223,19.50473368970181,29.4937850196432,2.128550267276357,11.624911444580409,40068.0,32587.0,23.984027822502735,7.834739486056547,649200.0,3947873,1.524,34.099911999999996,-118.32691200000001
90029,Los Angeles,ZCTA5 90029,16.092989727878898,35.9,38843.0,38.18448626522153,2.893700280616842,0.24714877841567334,17.624797260767707,0.25744664418299307,38.05061401024638,53.744561439641636,3.604253018561903,15.109543547099863,37379.0,22103.0,24.09443142908632,5.125762685683392,608000.0,3526894,1.3619999999999999,34.089847999999996,-118.294661
90031,Los Angeles,ZCTA5 90031,23.110758765312124,35.6,39103.0,36.32457867682786,0.918088126230724,1.0945451755619773,23.645244610387948,0.12275272996956756,35.02033092090121,66.7033219957548,5.590363910697389,11.541313965680382,41126.0,18906.0,24.604250313275195,4.217067744162852,432800.0,8944271,3.4530000000000003,34.084196999999996,-118.20856699999999
90032,Los Angeles,ZCTA5 90032,22.252229619394548,33.6,47766.0,43.786375245990875,1.5345643344638447,1.0718921408533266,9.806138257337855,0.09839634886739522,41.177825231336094,80.54683247498221,3.1235606917053973,13.174643051542938,47370.0,19476.0,21.000293095507264,5.250596658711217,419900.0,12347319,4.7669999999999995,34.078294,-118.18578500000001
90033,Los Angeles,ZCTA5 90033,30.019860363219426,30.0,48841.0,71.08167318441474,1.6318257201940993,0.632665178845642,5.247640302205115,0.04913904301713724,19.82350893716345,90.1210048934297,3.95159804262812,11.695092238078663,31683.0,13332.0,34.350238529104644,3.0978071702053604,356900.0,8462423,3.267,34.05038,-118.211991
90034,Los Angeles,ZCTA5 90034,14.217941858391297,33.6,56070.0,58.7462100945247,9.800249687890137,0.37274835027644015,18.582129481005886,0.3620474406991261,7.353308364544319,27.212413055109685,1.2199036918138042,9.077938291421438,65572.0,42477.0,13.160335295166757,3.5009809167112538,780200.0,8059575,3.112,34.030578000000006,-118.39961299999999
90035,Los Angeles,ZCTA5 90035,19.842914438502675,36.1,29920.0,74.80949197860963,7.349598930481283,0.0,7.279411764705882,0.06016042780748663,5.922459893048129,10.9725935828877,1.2032085561497325,8.529411764705882,76677.0,51296.0,11.306818181818182,3.1350267379679146,961200.0,5304459,2.048,34.051819,-118.383582
90036,Los Angeles,ZCTA5 90036,16.142827159198237,34.4,38116.0,65.49480533109455,4.8929583377059505,0.19676776156994438,19.55346835974394,0.2413684541924651,5.26025815930318,9.169377689159408,0.43813621576240946,6.005352083114703,74279.0,53842.0,11.766712141882675,3.7963060132227935,1153400.0,6398096,2.47,34.070409999999995,-118.35041100000001
90037,Los Angeles,ZCTA5 90037,28.764350548720707,30.1,63238.0,32.12150921914039,18.058762136689964,0.9234953667098896,1.024700338404124,0.0,45.79366836395838,78.2425124134223,4.073500110692938,13.599418071412758,31045.0,12433.0,36.941395996078306,4.558967709288718,326400.0,7348158,2.8369999999999997,34.002717,-118.28748600000002
90038,Los Angeles,ZCTA5 90038,17.416031763064705,33.4,27957.0,41.33133025718067,5.744536252101441,0.557999785384698,5.161498014808456,0.0,43.30221411453303,56.0432092141503,3.737883177737239,12.376149086096506,36996.0,24758.0,28.457989054619595,5.014844225059913,674300.0,4057212,1.5659999999999998,34.088475,-118.32552700000001
90039,Los Angeles,ZCTA5 90039,15.502543654612952,38.5,29092.0,59.31183830606352,1.5674412209542141,1.271827306476007,16.89124157844081,0.22686649250653101,16.000962463907605,38.08263440120995,1.8389935377423348,9.473394747696961,81394.0,45616.0,10.109308400934966,4.465145057060361,717800.0,9764931,3.77,34.111885,-118.26103300000001
90040,Los Angeles,ZCTA5 90040,25.013539651837526,34.6,12925.0,72.02321083172147,1.6170212765957446,1.7717601547388782,0.8820116054158608,0.0,21.547388781431334,94.87040618955513,4.139264990328821,13.934235976789168,43585.0,16510.0,16.154738878143135,4.518375241779497,356600.0,14455067,5.581,33.994523,-118.149952
90041,Los Angeles,ZCTA5 90041,18.05870650239084,39.3,28651.0,49.02795713936686,1.3367770758437751,0.6177794841366794,29.649924958989214,0.3594987958535479,12.788384349586401,37.55889846776727,1.2809326027014765,8.624480820913755,73250.0,35817.0,10.128791316184426,3.567065721964329,647700.0,9343795,3.608,34.137412,-118.20760700000001
90042,Los Angeles,ZCTA5 90042,21.587132375995484,35.0,63788.0,46.45544616542296,2.629021132501411,2.0599485796701575,12.74220856587446,0.16774314918166428,31.753621370790743,66.78372107606447,2.650968834263498,13.21721953972534,55596.0,25401.0,19.37354988399072,4.505549633159842,500300.0,12036686,4.647,34.114708,-118.192098
90043,Los Angeles,ZCTA5 90043,21.02488164950304,39.4,44571.0,19.577752350182855,60.016602723744136,0.42852976150411703,1.229499001592964,0.10769334320522313,16.08444952996343,33.94135200017949,1.8980951739920575,12.784097282986695,41812.0,27437.0,21.08994637768953,6.531152543133428,438200.0,10705823,4.1339999999999995,33.988504999999996,-118.336358
