Name,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate
ZCTA5 29670,29670,9294.0,37.6,47049.0,24875.0,18.614159672907252,2.0335700451904453
ZCTA5 29671,29671,17760.0,43.7,44724.0,23079.0,11.734234234234235,2.4268018018018016
ZCTA5 29672,29672,12305.0,50.9,57494.0,36257.0,14.441284030881755,1.7716375457131248
ZCTA5 29673,29673,29115.0,38.0,51598.0,24525.0,11.06989524300189,2.6446848703417483
ZCTA5 29676,29676,5287.0,62.6,59398.0,50023.0,6.506525439757897,0.2648004539436353
ZCTA5 29678,29678,21983.0,38.4,38818.0,22740.0,22.708456534594916,2.5656188873220214
ZCTA5 29680,29680,30682.0,37.9,70249.0,30388.0,4.892119157812398,1.6459161723486082
ZCTA5 29681,29681,55917.0,39.3,81917.0,35358.0,4.701611316773074,2.0101221453225318
ZCTA5 29682,29682,3496.0,43.2,46900.0,26345.0,11.18421052631579,3.8329519450800915
ZCTA5 29683,29683,153.0,41.0,42596.0,23426.0,14.379084967320262,0.0
ZCTA5 29684,29684,4064.0,38.8,37500.0,16887.0,23.080708661417322,3.6171259842519685
ZCTA5 29685,29685,1737.0,54.5,56618.0,52892.0,11.283822682786413,2.763385146804836
ZCTA5 29686,29686,833.0,50.5,49018.0,23419.0,12.364945978391356,2.0408163265306123
ZCTA5 29687,29687,41462.0,40.1,52126.0,26022.0,12.893734021513675,2.501085331146592
ZCTA5 29689,29689,4177.0,47.8,53922.0,26882.0,7.206128800574575,1.1252094804883888
ZCTA5 29690,29690,22716.0,39.4,52981.0,24568.0,11.938721605916534,3.04631097024124
ZCTA5 29691,29691,11179.0,37.5,34213.0,18761.0,28.526701851686198,5.063064674836747
ZCTA5 29692,29692,4963.0,38.9,36373.0,19839.0,21.47894418698368,6.125327422929679
ZCTA5 29693,29693,14234.0,45.6,41676.0,22515.0,18.259097934522973,4.215259238443164
ZCTA5 29696,29696,5144.0,41.1,49756.0,25873.0,9.953343701399689,2.76049766718507
ZCTA5 29697,29697,12668.0,40.0,41802.0,21674.0,16.0088411746132,3.6390906220397854
ZCTA5 29702,29702,9554.0,38.8,31002.0,18078.0,26.365920033493826,2.6795059660875027
ZCTA5 29704,29704,3903.0,43.9,47650.0,26087.0,30.00256213169357,5.073020753266718
ZCTA5 29706,29706,18664.0,42.7,33092.0,19323.0,21.919202743249034,4.950707243891984
ZCTA5 29707,29707,26251.0,44.5,75586.0,38943.0,7.108300636166241,1.577082777798941
ZCTA5 29708,29708,32112.0,38.1,107856.0,43828.0,2.5504484304932737,2.475710014947683
ZCTA5 29709,29709,6486.0,42.9,47852.0,21449.0,17.961763798951587,2.9602220166512487
ZCTA5 29710,29710,34641.0,39.9,64894.0,32245.0,12.034871972518115,3.0801651222539763
ZCTA5 29712,29712,2246.0,41.9,63024.0,32402.0,9.17186108637578,3.5173642030276047
ZCTA5 29714,29714,3005.0,43.0,40483.0,20362.0,25.590682196339433,1.7637271214642263
ZCTA5 29715,29715,30370.0,38.3,75756.0,33104.0,8.185709581824169,2.680276588738887
ZCTA5 29717,29717,1274.0,40.7,46771.0,20702.0,5.729984301412872,10.989010989010989
ZCTA5 29718,29718,4117.0,42.5,40141.0,17418.0,21.71484090357056,4.97935389846976
ZCTA5 29720,29720,46908.0,40.9,39008.0,21741.0,18.928540973821097,4.496034791506779
ZCTA5 29724,29724,48.0,35.2,-666666666.0,12592.0,79.16666666666667,0.0
ZCTA5 29726,29726,1470.0,45.5,39000.0,22006.0,10.748299319727892,5.850340136054422
ZCTA5 29727,29727,1631.0,40.6,39968.0,17772.0,18.82280809319436,4.414469650521153
ZCTA5 29728,29728,10193.0,37.6,34002.0,18884.0,26.616305307564016,5.150593544589424
ZCTA5 29729,29729,2174.0,40.3,47202.0,21894.0,16.927322907083717,3.311867525298988
ZCTA5 29730,29730,55272.0,35.4,45430.0,23919.0,18.673107540888697,4.461571862787668
ZCTA5 29732,29732,56960.0,38.8,56674.0,31224.0,10.145716292134832,3.263693820224719
ZCTA5 29733,29733,1859.0,19.5,-666666666.0,3310.0,0.0,7.369553523399677
ZCTA5 29741,29741,2207.0,50.8,41378.0,21841.0,13.729043951064794,4.576347983688264
ZCTA5 29742,29742,2483.0,46.9,43885.0,23342.0,20.05638340716875,4.6314941602899715
ZCTA5 29743,29743,1086.0,42.2,39875.0,20804.0,28.176795580110497,7.0902394106813995
ZCTA5 29745,29745,30464.0,39.9,51004.0,24656.0,16.639311974789916,2.9017857142857144
ZCTA5 29801,29801,27434.0,37.7,39445.0,21381.0,22.71633739155792,5.230735583582416
ZCTA5 29803,29803,38327.0,48.1,64550.0,35716.0,7.50645758864508,2.77089258225272
ZCTA5 29805,29805,5952.0,45.6,52350.0,25153.0,10.114247311827956,2.788978494623656
ZCTA5 29809,29809,2601.0,38.5,29980.0,21159.0,27.720107650903497,8.112264513648597
ZCTA5 29810,29810,4415.0,44.3,20896.0,14755.0,34.33748584371461,9.309173272933183
ZCTA5 29812,29812,11297.0,38.8,35967.0,22113.0,22.49269717624148,3.602726387536514
ZCTA5 29816,29816,1154.0,36.4,23333.0,12863.0,46.62045060658579,6.239168110918544
ZCTA5 29817,29817,4402.0,42.3,33932.0,17356.0,27.396637891867332,3.7710131758291685
ZCTA5 29819,29819,1671.0,42.3,39583.0,19764.0,25.014961101137043,4.308797127468582
ZCTA5 29821,29821,1514.0,35.8,56250.0,23631.0,15.653896961690885,4.623513870541611
ZCTA5 29824,29824,8219.0,45.1,42012.0,20154.0,13.079450054751186,2.7010585229346638
ZCTA5 29826,29826,159.0,37.5,31563.0,16258.0,40.25157232704402,4.40251572327044
ZCTA5 29827,29827,4153.0,37.4,25948.0,11361.0,19.69660486395377,2.0948711774620756
ZCTA5 29828,29828,650.0,50.6,35195.0,27604.0,36.92307692307692,1.8461538461538463
ZCTA5 29829,29829,12303.0,32.8,54206.0,23559.0,19.78379257091766,5.632772494513533
ZCTA5 29831,29831,4181.0,42.9,43887.0,21491.0,16.335804831380052,3.7072470700789286
ZCTA5 29832,29832,5734.0,40.7,34514.0,19509.0,23.055458667596792,4.743634461109173
ZCTA5 29834,29834,1419.0,42.8,27832.0,17243.0,22.76250880902044,8.315715292459478
ZCTA5 29835,29835,6434.0,59.7,38785.0,25339.0,18.27789866335095,5.331053776810693
ZCTA5 29836,29836,564.0,60.2,47992.0,20786.0,4.432624113475177,10.28368794326241
ZCTA5 29838,29838,427.0,56.0,57833.0,32415.0,9.836065573770492,5.85480093676815
ZCTA5 29840,29840,298.0,46.4,15357.0,10947.0,61.74496644295302,5.033557046979865
ZCTA5 29841,29841,32711.0,39.7,46945.0,25033.0,16.37675399712635,4.07202470117086
ZCTA5 29842,29842,7293.0,43.7,36308.0,19427.0,22.10338680926916,4.552310434663376
ZCTA5 29843,29843,1375.0,43.0,35576.0,17940.0,26.036363636363635,2.327272727272727
ZCTA5 29844,29844,169.0,57.1,51250.0,26688.0,1.7751479289940828,3.5502958579881656
ZCTA5 29845,29845,842.0,50.2,42250.0,32642.0,23.990498812351543,5.225653206650831
ZCTA5 29847,29847,4957.0,38.3,46922.0,23892.0,11.619931410127093,3.873310470042364
ZCTA5 29848,29848,678.0,52.1,56042.0,24748.0,9.144542772861357,1.7699115044247788
ZCTA5 29849,29849,381.0,27.4,36250.0,10308.0,39.10761154855643,0.26246719160104987
ZCTA5 29850,29850,210.0,62.5,16938.0,16905.0,0.0,0.0
ZCTA5 29851,29851,7573.0,39.4,39369.0,22874.0,19.59593291958273,5.83652449491615
ZCTA5 29853,29853,6584.0,42.0,31308.0,19548.0,30.969015795868774,4.784325637910085
ZCTA5 29856,29856,2809.0,37.6,39609.0,25814.0,37.52224991100036,4.912780348878605
ZCTA5 29860,29860,15612.0,42.1,72095.0,31779.0,9.166026133743275,2.280297207276454
ZCTA5 29899,29899,1159.0,42.0,-666666666.0,387.0,0.0,0.0
ZCTA5 29902,29902,16327.0,38.3,50317.0,27415.0,14.479083726342868,2.4805536840815825
ZCTA5 29904,29904,632.0,20.5,-666666666.0,20029.0,0.0,0.0
ZCTA5 29905,29905,3212.0,20.2,-666666666.0,16157.0,0.0,0.0
ZCTA5 29906,29906,24381.0,26.8,46561.0,21723.0,18.391370329354825,5.13924777490669
ZCTA5 29907,29907,14103.0,37.5,62232.0,29372.0,9.210806211444373,4.743671559242714
ZCTA5 29909,29909,18423.0,68.4,69534.0,41550.0,4.461814036801824,1.5252673288823753
ZCTA5 29910,29910,39256.0,38.3,67560.0,34258.0,9.254636233951498,1.879967393519462
ZCTA5 29911,29911,1633.0,38.2,34295.0,17881.0,15.370483772198408,2.816901408450704
ZCTA5 29912,29912,0.0,-666666666.0,-666666666.0,-666666666.0,,
ZCTA5 29915,29915,410.0,73.1,139135.0,90315.0,0.0,0.0
ZCTA5 29916,29916,1398.0,49.1,45089.0,20540.0,16.165951359084406,1.7167381974248928
ZCTA5 29918,29918,6301.0,38.1,31519.0,15019.0,17.251229963497856,4.967465481669576
ZCTA5 29920,29920,11104.0,49.6,53463.0,28309.0,20.09185878962536,3.539265129682997
ZCTA5 29921,29921,191.0,55.9,30333.0,14464.0,16.230366492146597,8.37696335078534
ZCTA5 29922,29922,544.0,37.7,25208.0,17046.0,10.294117647058824,2.2058823529411766
ZCTA5 29923,29923,487.0,32.5,17885.0,11882.0,39.630390143737166,6.365503080082136
ZCTA5 29924,29924,3885.0,42.6,32846.0,20593.0,14.028314028314028,2.574002574002574
ZCTA5 29926,29926,25407.0,53.1,72202.0,43138.0,12.484748297713228,2.424528673200299
ZCTA5 29927,29927,9445.0,34.0,40189.0,17596.0,27.474854420328217,4.870301746956061
ZCTA5 29928,29928,16946.0,61.2,74609.0,63253.0,7.051811636964476,1.534285377080137
ZCTA5 29929,29929,1104.0,47.0,44583.0,19952.0,6.159420289855072,2.898550724637681
ZCTA5 29932,29932,289.0,18.3,28021.0,12797.0,32.17993079584775,6.228373702422146
ZCTA5 29934,29934,755.0,52.2,35225.0,22032.0,20.397350993377483,3.8410596026490067
ZCTA5 29935,29935,3766.0,34.0,45750.0,29336.0,14.92299522039299,3.956452469463622
ZCTA5 29936,29936,14327.0,36.2,39401.0,20312.0,19.38996300691003,4.830041180986948
ZCTA5 29939,29939,304.0,51.2,23816.0,16961.0,24.342105263157894,0.32894736842105265
ZCTA5 29940,29940,4267.0,40.6,37047.0,18569.0,14.272322474806655,4.476212795875322
ZCTA5 29941,29941,528.0,58.1,22275.0,21179.0,27.083333333333332,0.0
ZCTA5 29943,29943,314.0,60.6,30381.0,16751.0,35.98726114649681,0.0
ZCTA5 29944,29944,4159.0,43.6,33611.0,21121.0,12.310651598942053,4.063476797307045
ZCTA5 29945,29945,5488.0,43.2,32673.0,16675.0,22.959183673469386,7.9992711370262395
ZCTA5 30002,30002,5669.0,42.5,56750.0,43538.0,16.36973011113071,2.399012171458811
ZCTA5 30004,30004,63135.0,37.5,107423.0,53158.0,5.824027876771996,1.918111982260236
ZCTA5 30005,30005,40488.0,37.3,127340.0,50979.0,4.747085556214187,2.9243232562734636
ZCTA5 30008,30008,33276.0,31.2,45907.0,21529.0,21.76944344272148,4.630965260247626
ZCTA5 30009,30009,15585.0,40.8,79933.0,48441.0,9.355149181905679,3.310875842155919
ZCTA5 30011,30011,15766.0,33.9,60469.0,23336.0,11.879994925789674,4.160852467334771
ZCTA5 30012,30012,26919.0,33.6,40631.0,19984.0,24.369404509825774,4.7772948475054795
ZCTA5 30013,30013,27354.0,37.2,55763.0,26056.0,14.348906924033049,5.23141039701689
ZCTA5 30014,30014,37359.0,36.1,46718.0,23750.0,19.524077196927113,3.6082336250970317
ZCTA5 30016,30016,54131.0,34.8,56324.0,21994.0,15.026509763351868,4.790231106020579
ZCTA5 30017,30017,23949.0,39.5,87500.0,34736.0,6.40527788216627,3.6619483068186565
ZCTA5 30019,30019,47421.0,35.9,90891.0,31610.0,7.319541975074334,2.813099681575673
ZCTA5 30021,30021,23978.0,28.6,32349.0,14114.0,35.96630244390691,5.413295520894153
ZCTA5 30022,30022,68690.0,38.6,103228.0,48715.0,4.827485805794147,2.805357402824283
ZCTA5 30024,30024,74804.0,37.9,103533.0,40664.0,4.404844660713331,1.7860007486230682
ZCTA5 30025,30025,9318.0,43.3,59522.0,28389.0,9.6479931315733,3.0264005151320026
ZCTA5 30028,30028,24437.0,37.5,79043.0,32034.0,9.248271064369604,2.4716618242828496
ZCTA5 30030,30030,28170.0,36.7,77789.0,46380.0,14.700035498757543,2.5630102946396875
ZCTA5 30032,30032,49896.0,37.4,36660.0,19369.0,24.4668911335578,7.317219817219817
ZCTA5 30033,30033,31782.0,36.8,67462.0,41274.0,15.839154238248065,1.9822541060977912
ZCTA5 30034,30034,45229.0,37.3,47890.0,23496.0,17.152711755731943,6.577638240951602
ZCTA5 30035,30035,22764.0,34.3,43998.0,20204.0,21.164997364259357,5.289052890528906
ZCTA5 30038,30038,39424.0,33.0,50931.0,24638.0,15.41700487012987,5.412946428571429
ZCTA5 30039,30039,45593.0,36.1,63935.0,25103.0,13.295900686508894,3.8383085122716207
ZCTA5 30040,30040,66783.0,36.4,90925.0,36835.0,7.254840303670096,1.8522677927017355
ZCTA5 30041,30041,64110.0,40.0,104202.0,43350.0,4.634222430198097,2.4395570113866794
ZCTA5 30043,30043,88588.0,36.3,72728.0,28455.0,8.53275838714047,3.8854020860613177
ZCTA5 30044,30044,89143.0,33.0,57334.0,23236.0,14.27818224650281,2.8078480643460506
ZCTA5 30045,30045,38337.0,34.1,73475.0,26723.0,11.297180269713332,3.070141116936641
ZCTA5 30046,30046,36985.0,35.3,45874.0,22283.0,19.66202514532919,4.158442611869677
ZCTA5 30047,30047,66876.0,37.9,67897.0,28015.0,10.6660087325797,3.056402894909983
ZCTA5 30052,30052,63211.0,36.3,65993.0,25662.0,9.308506430842733,3.0817421018493616
ZCTA5 30054,30054,11360.0,42.9,59929.0,25435.0,14.19894366197183,4.929577464788732
ZCTA5 30055,30055,3057.0,40.4,66848.0,27583.0,6.215243702976775,0.5561007523716062
ZCTA5 30056,30056,2534.0,42.0,49844.0,24805.0,23.52012628255722,1.8547750591949488
ZCTA5 30058,30058,56428.0,35.7,48811.0,22505.0,16.513078613454315,6.269936910753526
ZCTA5 30060,30060,39255.0,32.4,41130.0,19099.0,21.971723347344287,4.789198828174754
ZCTA5 30062,30062,67238.0,40.4,94437.0,42787.0,5.3898093340075555,2.439096939230792
ZCTA5 30064,30064,47889.0,40.7,83375.0,40764.0,7.916222932197373,2.499530163503101
ZCTA5 30066,30066,54126.0,40.7,91364.0,42876.0,5.289509662639028,2.8396703986993312
ZCTA5 30067,30067,46888.0,33.2,55681.0,39701.0,16.422112267531137,3.698174372973895
ZCTA5 30068,30068,32006.0,44.5,108105.0,52506.0,4.677248015997001,2.1308504655377116
ZCTA5 30070,30070,476.0,28.4,26000.0,11635.0,35.924369747899156,4.831932773109243
ZCTA5 30071,30071,24943.0,30.4,43951.0,20293.0,24.543960229322856,2.666078659343303
ZCTA5 30072,30072,630.0,48.3,48571.0,37000.0,8.412698412698413,1.746031746031746
ZCTA5 30075,30075,53200.0,42.9,109786.0,53425.0,5.332706766917293,2.1165413533834587
ZCTA5 30076,30076,45847.0,35.9,72719.0,38156.0,12.319235718803847,1.9805003598926865
ZCTA5 30078,30078,34871.0,38.7,72207.0,31024.0,9.85919531989332,2.8906541252043243
ZCTA5 30079,30079,2675.0,37.6,44706.0,28831.0,20.485981308411215,3.4766355140186915
ZCTA5 30080,30080,54829.0,33.5,65159.0,40675.0,12.664830655310146,2.6993014645534297
ZCTA5 30082,30082,28529.0,36.6,74180.0,35827.0,13.158540432542326,5.033474709944267
ZCTA5 30083,30083,57851.0,34.3,37871.0,18493.0,28.416103438142816,6.713799242882578
ZCTA5 30084,30084,37332.0,40.5,61938.0,31303.0,14.617486338797814,2.890281795778421
ZCTA5 30087,30087,38496.0,42.5,71833.0,34431.0,11.702514546965919,5.2576891105569405
ZCTA5 30088,30088,28857.0,37.2,48283.0,21006.0,16.831271441937833,6.591121738226427
ZCTA5 30092,30092,35572.0,35.9,63446.0,38371.0,9.088609018329024,3.131676599572698
ZCTA5 30093,30093,55826.0,29.0,37862.0,16525.0,25.314369648550855,2.703041593522731
ZCTA5 30094,30094,33605.0,40.8,65269.0,27057.0,11.397113524773099,3.4191340574319296
ZCTA5 30096,30096,68241.0,34.7,50771.0,26821.0,14.752128485807653,3.5286704473850032
ZCTA5 30097,30097,46546.0,40.5,99904.0,47411.0,7.555966141021785,3.1667597645340093
ZCTA5 30101,30101,58333.0,37.3,83534.0,34540.0,6.72346699123995,3.6085920490974233
ZCTA5 30102,30102,40556.0,36.5,62051.0,27447.0,15.23325771772364,3.1536640694348557
ZCTA5 30103,30103,15830.0,37.9,43093.0,21813.0,12.406822488945041,2.8932406822488943
ZCTA5 30104,30104,4232.0,44.3,55833.0,24184.0,9.026465028355387,3.4499054820415878
ZCTA5 30105,30105,1819.0,48.9,53846.0,28002.0,4.837822979659153,6.047278724573942
ZCTA5 30106,30106,22375.0,37.5,47659.0,23720.0,17.868156424581006,3.593296089385475
ZCTA5 30107,30107,14536.0,41.2,72695.0,29015.0,5.90946615299945,2.1463951568519537
ZCTA5 30108,30108,7665.0,43.5,38676.0,21756.0,15.68166992824527,3.979125896934116
ZCTA5 30110,30110,12969.0,38.8,43178.0,24125.0,19.28444752872234,2.5985041252216825
ZCTA5 30113,30113,6556.0,41.2,42328.0,20797.0,14.673581452104942,3.416717510677242
ZCTA5 30114,30114,53695.0,37.3,66756.0,31747.0,13.3885836670081,2.339137722320514
ZCTA5 30115,30115,38950.0,38.6,82759.0,34257.0,5.127086007702182,2.0872913992297817
ZCTA5 30116,30116,23588.0,37.7,49179.0,24911.0,12.74800746142106,3.6247244361539765
ZCTA5 30117,30117,36298.0,31.4,40228.0,22203.0,23.229930023692766,4.595294506584385
ZCTA5 30118,30118,2285.0,19.6,-666666666.0,3229.0,0.0,17.111597374179432
ZCTA5 30120,30120,40598.0,36.0,54257.0,25169.0,18.274299226562885,3.224296763387359
ZCTA5 30121,30121,23795.0,35.2,53614.0,25301.0,7.833578482874554,2.6938432443790714
ZCTA5 30122,30122,26410.0,33.1,50905.0,23252.0,19.522907989397954,5.850056796667928
ZCTA5 30124,30124,3001.0,41.4,44306.0,22451.0,18.927024325224924,5.4648450516494504
ZCTA5 30125,30125,24536.0,37.6,41979.0,23180.0,17.423377893707205,3.2971959569612
ZCTA5 30126,30126,39788.0,36.9,71208.0,37940.0,10.287021212425858,3.4080627324821555
ZCTA5 30127,30127,65854.0,39.5,76150.0,32260.0,7.288851094846175,3.846387463176117
ZCTA5 30132,30132,38405.0,35.6,65043.0,27783.0,8.480666579872413,1.7341491993230047
ZCTA5 30134,30134,43474.0,35.9,51295.0,22211.0,17.090674886138842,4.271518608823665
ZCTA5 30135,30135,65106.0,37.5,70020.0,27771.0,10.376923785826191,3.4866218167296408
ZCTA5 30137,30137,1835.0,37.4,47411.0,22851.0,17.384196185286104,1.2534059945504088
ZCTA5 30139,30139,4095.0,38.9,46331.0,19938.0,16.385836385836384,4.493284493284493
ZCTA5 30141,30141,23259.0,38.6,60361.0,27180.0,10.193903435229373,2.940797110795821
ZCTA5 30143,30143,22397.0,47.4,64679.0,31998.0,8.938697146939322,3.0227262579809797
ZCTA5 30144,30144,55573.0,29.8,64754.0,29978.0,10.514098573048063,3.1400140355928237
ZCTA5 30145,30145,7223.0,45.0,64332.0,27960.0,8.26526374082791,1.7167381974248928
ZCTA5 30147,30147,4315.0,40.3,45460.0,23797.0,12.862108922363847,4.40324449594438
ZCTA5 30148,30148,579.0,38.4,41496.0,23933.0,19.34369602763385,4.835924006908463
ZCTA5 30149,30149,1876.0,20.2,-666666666.0,9722.0,0.42643923240938164,1.812366737739872
ZCTA5 30152,30152,43653.0,36.5,82674.0,37929.0,8.226238746477906,2.8245481410212356
ZCTA5 30153,30153,18176.0,34.2,38179.0,19653.0,21.401848591549296,3.025968309859155
ZCTA5 30157,30157,48747.0,34.8,61444.0,24151.0,10.039592180031592,2.4739983999015323
ZCTA5 30161,30161,34636.0,40.2,39554.0,23491.0,17.97551680332602,3.7359972283173577
ZCTA5 30164,30164,0.0,-666666666.0,-666666666.0,-666666666.0,,
ZCTA5 30165,30165,41374.0,36.0,50109.0,25247.0,19.594431285348286,3.2314980422487554
ZCTA5 30168,30168,26307.0,32.9,41299.0,18712.0,22.062568898011936,4.683164176835063
ZCTA5 30170,30170,2766.0,40.4,49489.0,24689.0,12.147505422993492,6.4352856109906
ZCTA5 30171,30171,3359.0,42.2,61151.0,26319.0,8.365584995534386,2.8877642155403396
ZCTA5 30173,30173,5755.0,42.8,49245.0,20830.0,16.420503909643788,3.1450912250217202
ZCTA5 30175,30175,5485.0,42.8,44534.0,23001.0,14.421148587055606,3.0264357338195076
ZCTA5 30176,30176,6657.0,42.4,43723.0,22459.0,19.423163587201444,4.416403785488959
ZCTA5 30177,30177,936.0,38.4,57409.0,33119.0,11.965811965811966,0.0
ZCTA5 30178,30178,2789.0,39.9,44146.0,25965.0,8.282538544281104,1.6134815346002152
ZCTA5 30179,30179,17495.0,37.0,50680.0,23192.0,18.536724778508145,4.1611889111174625
ZCTA5 30180,30180,36823.0,35.4,58454.0,26897.0,15.240474703310431,3.880726719713223
ZCTA5 30182,30182,2290.0,46.3,45505.0,25450.0,13.231441048034934,2.314410480349345
ZCTA5 30183,30183,5583.0,42.7,63601.0,24765.0,16.209922980476446,2.9912233566183057
ZCTA5 30184,30184,6663.0,44.9,69773.0,30347.0,7.5791685426984845,3.016659162539397
ZCTA5 30185,30185,4226.0,40.1,54767.0,23833.0,16.966398485565545,3.8334122101277806
ZCTA5 30187,30187,8174.0,40.1,73779.0,28592.0,9.787129924149744,2.8627355028137997
ZCTA5 30188,30188,61885.0,37.8,75205.0,34896.0,7.91468045568393,3.0734426759311626
ZCTA5 30189,30189,37078.0,39.0,84666.0,37622.0,6.9798802524408,2.478558714062247
ZCTA5 30204,30204,12714.0,38.2,39808.0,19955.0,20.080226521944315,5.0810130564731795
ZCTA5 30205,30205,3041.0,46.4,90536.0,39530.0,3.978954291351529,1.5455442288720815
ZCTA5 30206,30206,3568.0,41.1,59091.0,23526.0,8.099775784753364,5.745515695067264
ZCTA5 30213,30213,31239.0,34.5,50863.0,23017.0,9.328083485386856,3.5724575050417746
ZCTA5 30214,30214,28774.0,45.8,70732.0,34341.0,10.172377841106554,3.875026065197748
ZCTA5 30215,30215,36354.0,41.8,92507.0,39331.0,3.336634208065137,2.28860648071739
ZCTA5 30216,30216,2448.0,35.1,36319.0,17092.0,26.02124183006536,3.758169934640523
ZCTA5 30217,30217,9594.0,41.2,43528.0,20330.0,17.229518449030643,4.36731290389827
ZCTA5 30218,30218,1433.0,52.3,42230.0,22595.0,7.676203768318214,3.2798325191905096
ZCTA5 30220,30220,5266.0,34.3,48734.0,20496.0,12.988985947588302,4.253703000379795
ZCTA5 30222,30222,3824.0,42.7,28125.0,18545.0,18.802301255230127,9.021966527196653
ZCTA5 30223,30223,36737.0,39.8,39852.0,19655.0,23.793450744481042,4.001415466695702
ZCTA5 30224,30224,24140.0,38.6,46299.0,26582.0,16.772990886495442,2.593206296603148
ZCTA5 30228,30228,40782.0,33.5,59661.0,22888.0,16.08307586680398,3.7344907066843214
ZCTA5 30230,30230,9305.0,40.4,45079.0,21782.0,20.419129500268674,3.7614185921547554
ZCTA5 30233,30233,22839.0,40.9,42137.0,24573.0,18.661062218135644,3.4239677744209467
ZCTA5 30234,30234,1890.0,33.7,41667.0,17738.0,25.502645502645503,1.4285714285714286
ZCTA5 30236,30236,47188.0,33.3,47014.0,21529.0,22.685852335339494,3.466983131304569
ZCTA5 30238,30238,38173.0,32.4,47161.0,18922.0,25.693553034867577,5.420061299871637
ZCTA5 30240,30240,30220.0,35.6,45020.0,23824.0,19.457313037723363,3.7590999338186633
ZCTA5 30241,30241,24199.0,34.6,42967.0,20018.0,23.571221951320304,5.091119467746601
ZCTA5 30248,30248,24744.0,33.3,65076.0,25375.0,11.994827028774653,2.760265114775299
ZCTA5 30250,30250,853.0,34.4,-666666666.0,8645.0,0.0,0.0
ZCTA5 30251,30251,2240.0,41.3,36680.0,19760.0,26.919642857142858,1.3392857142857142
ZCTA5 30252,30252,44728.0,37.5,77020.0,29468.0,6.235467715972098,3.1971024861384367
ZCTA5 30253,30253,53647.0,35.0,61306.0,27896.0,11.581262698752958,4.57248308386303
ZCTA5 30256,30256,2540.0,40.2,46151.0,22809.0,14.133858267716535,5.748031496062992
ZCTA5 30257,30257,4740.0,38.4,43915.0,22417.0,15.759493670886076,4.282700421940929
ZCTA5 30258,30258,2542.0,39.6,52716.0,25865.0,9.36270653029111,3.4618410700236035
ZCTA5 30259,30259,2653.0,47.7,57500.0,28072.0,9.649453448925744,2.789295137580098
ZCTA5 30260,30260,26395.0,33.5,45760.0,17790.0,16.480394014017808,5.016101534381511
ZCTA5 30263,30263,57226.0,36.2,51290.0,28391.0,16.824520322930137,3.203089504770559
ZCTA5 30265,30265,34766.0,38.3,81532.0,36380.0,7.858252315480642,2.2090548236783065
ZCTA5 30268,30268,10425.0,37.9,50396.0,22268.0,17.218225419664268,5.074340527577938
ZCTA5 30269,30269,35760.0,42.6,92989.0,44733.0,6.026286353467562,2.2231543624161074
ZCTA5 30273,30273,14730.0,36.9,56865.0,22478.0,14.643584521384929,3.3672776646300067
ZCTA5 30274,30274,35558.0,31.7,40681.0,18022.0,22.24253332583385,6.7692221159795265
ZCTA5 30275,30275,0.0,-666666666.0,-666666666.0,-666666666.0,,
ZCTA5 30276,30276,14763.0,37.9,76885.0,33943.0,7.031091241617557,2.418207681365576
ZCTA5 30277,30277,22262.0,41.0,83807.0,35097.0,5.408319108795257,2.025873686101878
ZCTA5 30281,30281,69320.0,36.7,54913.0,24794.0,14.985574148874784,4.433064050778996
ZCTA5 30284,30284,90.0,36.3,56563.0,18247.0,2.2222222222222223,0.0
ZCTA5 30285,30285,541.0,45.9,32083.0,27129.0,14.78743068391867,1.478743068391867
ZCTA5 30286,30286,22739.0,40.8,33893.0,19338.0,23.84449623994019,5.105765425040679
ZCTA5 30288,30288,9467.0,38.7,51639.0,20948.0,11.460864054082602,7.436357874722721
ZCTA5 30289,30289,38.0,67.0,22250.0,21897.0,10.526315789473685,5.2631578947368425
ZCTA5 30290,30290,8801.0,41.1,87500.0,38249.0,9.135325531189638,3.715486876491308
ZCTA5 30291,30291,21121.0,32.0,36147.0,17689.0,23.422186449505233,6.405946688130297
ZCTA5 30292,30292,6332.0,37.7,55645.0,21020.0,10.944409349336702,3.6797220467466834
ZCTA5 30293,30293,3138.0,45.5,40238.0,22482.0,13.862332695984703,4.2383683875079665
ZCTA5 30294,30294,40932.0,36.5,63411.0,26503.0,9.999511384735658,4.59542656112577
ZCTA5 30295,30295,4225.0,37.9,45590.0,21300.0,18.08284023668639,2.1538461538461537
ZCTA5 30296,30296,28467.0,35.1,52598.0,21511.0,16.32065198299786,5.009309024484491
ZCTA5 30297,30297,28105.0,30.5,33565.0,14903.0,30.186799501867995,5.74986657178438
ZCTA5 30303,30303,6714.0,21.9,22383.0,10653.0,24.36699434018469,9.279118260351504
ZCTA5 30305,30305,23842.0,37.1,98506.0,87185.0,6.438218270279339,1.2289237480077175
ZCTA5 30306,30306,23299.0,35.7,100380.0,75003.0,9.146315292501825,2.2404395038413667
ZCTA5 30307,30307,19781.0,36.0,87009.0,65226.0,10.954956776704918,3.215206511298721
ZCTA5 30308,30308,17559.0,33.1,59945.0,53887.0,18.947548265846574,3.6277692351500654
ZCTA5 30309,30309,23458.0,34.4,82514.0,73481.0,8.93938102139995,2.1911501406769545
